task_id,project_id,project_domain,project_type,task_title,task_description,project_complexity,project_criticality,role_required,team_size_required,assigned_count,estimated_hours,deadline_days,priority,required_experience_years,required_skill_ids,required_skill_levels,critical_skill_ids,required_skill_count,critical_skill_count,task_start_date,task_due_date
TSK000032,PRJ00012,Retail,Data Analytics,Re-platform funnel analytics model for Retail pricing and promotions engine,"This task delivers funnel analytics model against the existing pricing and promotions engine. An outage here stops transaction processing, so rollback readiness is a gating condition. Delivery depends on proven ability in information structure, use data processing techniques and information categorisation. Effort is budgeted at 244 hours per person with a 82-day deadline.",Advanced,Critical,Data Scientist,6,7,244.1,82,Urgent,8.78,03ff0d53-573a-47a0-a0ad-1995815a4339|1b70a55d-b8a4-49fc-96c6-15ab4cff2522|93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6|46ec0033-3c71-415e-bcff-b065675ba2dc|7ee4c2ea-b349-4bd2-81a3-ec31475d4833|ce5b1446-b5e3-4f05-a5ac-83f2ee142a44,5|5|3|5|3|5,03ff0d53-573a-47a0-a0ad-1995815a4339|1b70a55d-b8a4-49fc-96c6-15ab4cff2522|46ec0033-3c71-415e-bcff-b065675ba2dc|ce5b1446-b5e3-4f05-a5ac-83f2ee142a44,6,4,2024-02-19,2024-05-11
TSK000033,PRJ00012,Retail,Data Analytics,Refactor funnel analytics model for Retail inventory replenishment system,"Delivery of funnel analytics model for the inventory replenishment system sits with this task. This sits on a business-critical path where an incident triggers a formal post-mortem. Core competencies required are analyse business processes, business process modelling and database. Effort is budgeted at 209 hours per person with a 52-day deadline.",Advanced,Critical,Data Analyst,6,5,208.6,52,High,9.23,56042303-972b-41be-9310-58467599ff7e|98301d4a-2cc3-439d-8d7f-0b6ac76302bb|43ae58b9-5e56-4524-b45a-b422777a0576,5|4|4,56042303-972b-41be-9310-58467599ff7e,3,1,2024-02-01,2024-03-24
TSK000034,PRJ00012,Retail,Data Analytics,Refactor campaign attribution analysis for Retail point-of-sale estate,"Delivery of campaign attribution analysis for the point-of-sale estate sits with this task. An outage here stops transaction processing, so rollback readiness is a gating condition. The assignee is expected to demonstrate execute analytical mathematical calculations, documentation types and data models. Estimated effort is 268 hours per assignee against a 80-day delivery window.",Advanced,Critical,Data Analyst,8,9,267.6,80,Urgent,8.31,31c69100-b612-4a61-8db5-fd314318854c|327d15c8-29ff-4ad4-a4fe-6536d777a45f|fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5|4a193795-fa63-414e-9f2e-bfdb3924571e|9cf681c7-89ec-470c-b651-7fe03786f586|c5e8abde-d2ba-4e8e-a65e-720b71180666|4463a721-69f3-413d-8321-43e3af13a4f1|2daec0e6-f0c1-43e8-8178-aedba99130ec|146eccdc-c52a-4d61-9406-3af617caa7d6|c0326e27-5fa8-4dca-aecb-ed89ab491513,5|5|5|5|5|5|5|3|4|4,31c69100-b612-4a61-8db5-fd314318854c|327d15c8-29ff-4ad4-a4fe-6536d777a45f|fecf8a0d-62c4-4e71-9b03-0f4fc2ad7bf5|4a193795-fa63-414e-9f2e-bfdb3924571e|9cf681c7-89ec-470c-b651-7fe03786f586|c5e8abde-d2ba-4e8e-a65e-720b71180666|4463a721-69f3-413d-8321-43e3af13a4f1,10,7,2024-01-17,2024-04-06
TSK000035,PRJ00013,Education,AI/NLP,Automate call transcript analytics engine for Education assessment delivery platform,"Delivery of call transcript analytics engine for the assessment delivery platform sits with this task. The change affects a revenue-bearing path and needs senior review before cutover. Required capability includes define technical requirements, create data sets and digital data processing. Effort is budgeted at 83 hours per person with a 18-day deadline.",Advanced,High,Technical Lead,6,5,83.1,18,High,7.28,d9e5349e-8791-49c2-8ba4-839fdd1606c2|906323f4-00c4-4c3b-ab5a-8af77be3456e|629685b8-5f9e-4522-8cff-b3e2c4ec625a|d56fc2b5-4b0a-4e7e-9bde-a33736f6ff18|b633eb55-8f1f-4ae6-ab4c-2022ffe2cb7f|51586df8-1c46-4b47-8583-773cb63bf00b,3|5|3|5|5|3,906323f4-00c4-4c3b-ab5a-8af77be3456e|d56fc2b5-4b0a-4e7e-9bde-a33736f6ff18|b633eb55-8f1f-4ae6-ab4c-2022ffe2cb7f,6,3,2022-04-10,2022-04-28
TSK000036,PRJ00013,Education,AI/NLP,Consolidate conversational assistant for Education student information system,"This workstream covers conversational assistant within the student information system. The change affects a revenue-bearing path and needs senior review before cutover. Required capability includes use databases, define technical requirements and business process modelling. Estimated effort is 107 hours per assignee against a 32-day delivery window.",Advanced,High,Software Engineer,4,3,107.4,32,Medium,8.18,4463a721-69f3-413d-8321-43e3af13a4f1|d9e5349e-8791-49c2-8ba4-839fdd1606c2|98301d4a-2cc3-439d-8d7f-0b6ac76302bb|fda917eb-0d6a-4371-8c93-2a10bf950966|51586df8-1c46-4b47-8583-773cb63bf00b|3a5231a0-8c30-48ee-b671-08e2debd4441,5|3|3|5|3|5,4463a721-69f3-413d-8321-43e3af13a4f1|fda917eb-0d6a-4371-8c93-2a10bf950966|3a5231a0-8c30-48ee-b671-08e2debd4441,6,3,2022-04-03,2022-05-05
TSK000037,PRJ00013,Education,AI/NLP,Integrate document classification service for Education learning management platform,"This task delivers document classification service against the existing learning management platform. The change affects a revenue-bearing path and needs senior review before cutover. Required capability includes publish academic research, develop professional network with researchers and scientists and quantitative analysis. The window is 64 days, with about 276 hours of effort expected from each assignee.",Advanced,High,Software Engineer,7,6,275.9,64,High,8.2,979cf728-896f-4f2c-8fa8-2698ca0d4930|cc61f9e5-d4fc-470e-8606-1ce865ff8386|6360a934-cc87-4954-9656-b32db20592e3|edebd83d-35f6-4ed5-a940-6c203d178c01|9cf681c7-89ec-470c-b651-7fe03786f586|cd50d616-1f8b-481e-983f-68d2674ff82d|1b70a55d-b8a4-49fc-96c6-15ab4cff2522|39f67488-cfd3-4370-8d7e-da98163102d9|c544a9f3-5945-4b54-afed-de0697852817|f049d050-12da-4e40-813a-2b5eb6df6b51,2|5|5|5|3|5|4|5|4|4,cc61f9e5-d4fc-470e-8606-1ce865ff8386|6360a934-cc87-4954-9656-b32db20592e3|edebd83d-35f6-4ed5-a940-6c203d178c01|cd50d616-1f8b-481e-983f-68d2674ff82d|39f67488-cfd3-4370-8d7e-da98163102d9,10,5,2022-03-28,2022-05-31
TSK000038,PRJ00013,Education,AI/NLP,Harden document classification service for Education student information system,"Scope of this task is document classification service on the student information system. Downtime on this component breaches operational tolerances. Delivery depends on proven ability in information categorisation, use data processing techniques and data science. Estimated effort is 320 hours per assignee against a 74-day delivery window.",Advanced,High,Technical Lead,9,10,320.2,74,High,8.18,93aaf65c-5aad-4e6f-a7ba-ce9bf7c0e6e6|1b70a55d-b8a4-49fc-96c6-15ab4cff2522|edebd83d-35f6-4ed5-a940-6c203d178c01|696e3b5b-8b61-45af-ae4c-3ab700f197ec|98301d4a-2cc3-439d-8d7f-0b6ac76302bb|553ad092-b799-44c9-a94c-65a84fdc7526|52cf3037-ab53-4806-85ed-7fd21ea7f6a1|728ad40d-4a79-4b4d-b77b-a48d094d73fa,2|5|4|2|5|5|3|5,1b70a55d-b8a4-49fc-96c6-15ab4cff2522|edebd83d-35f6-4ed5-a940-6c203d178c01|98301d4a-2cc3-439d-8d7f-0b6ac76302bb|553ad092-b799-44c9-a94c-65a84fdc7526|728ad40d-4a79-4b4d-b77b-a48d094d73fa,8,5,2022-04-05,2022-06-18
TSK000039,PRJ00013,Education,AI/NLP,Integrate semantic search service for Education campus services portal,"This workstream covers semantic search service within the campus services portal. The change affects a revenue-bearing path and needs senior review before cutover. The assignee is expected to demonstrate define technical requirements, database development tools and task algorithmisation. The window is 166 days, with about 643 hours of effort expected from each assignee.",Advanced,High,Software Engineer,11,12,642.9,166,High,6.34,d9e5349e-8791-49c2-8ba4-839fdd1606c2|9ef0f3a0-9ce2-4ef1-a987-0366b5cb2dbe|7482a123-e801-48de-9733-262125671410|cb89a5c0-b5cb-4c62-8e7e-7714631b66b5|696e3b5b-8b61-45af-ae4c-3ab700f197ec|4463a721-69f3-413d-8321-43e3af13a4f1|3cd569a2-4f88-4c1e-9995-8dce8c5e51a7|75f839c2-fd9a-4ad3-8921-6e734608568d,5|3|3|5|5|3|3|5,d9e5349e-8791-49c2-8ba4-839fdd1606c2|cb89a5c0-b5cb-4c62-8e7e-7714631b66b5|696e3b5b-8b61-45af-ae4c-3ab700f197ec|75f839c2-fd9a-4ad3-8921-6e734608568d,8,4,2022-04-16,2022-09-29
TSK000040,PRJ00014,Manufacturing,Cloud Migration,Migrate hybrid connectivity redesign for Manufacturing supply planning system,"This workstream covers hybrid connectivity redesign within the supply planning system. A failure here is customer-visible, so pre-release verification is mandatory. Core competencies required are create data models, define technical requirements and use an application-specific interface. Effort is budgeted at 148 hours per person with a 39-day deadline.",Moderate,High,Systems Administrator,7,6,148.4,39,High,4.02,fbafa41f-cd05-4109-a649-8b44d306d779|d9e5349e-8791-49c2-8ba4-839fdd1606c2|04fe962b-4017-4eb7-9139-7d69b6922bc9|2857540c-180b-4208-9127-e94a01871966|98301d4a-2cc3-439d-8d7f-0b6ac76302bb|300d432b-f457-4cd3-9cb1-1858c7d14954|fae27053-8924-4bfd-b565-c9fe502044c9|6a536b36-c5c7-4d10-bf67-a4fb0f8549b2,3|5|3|5|2|5|5|3,d9e5349e-8791-49c2-8ba4-839fdd1606c2|2857540c-180b-4208-9127-e94a01871966|300d432b-f457-4cd3-9cb1-1858c7d14954|fae27053-8924-4bfd-b565-c9fe502044c9,8,4,2023-09-26,2023-11-04
TSK000041,PRJ00014,Manufacturing,Cloud Migration,Roll out lift-and-shift of core workloads for Manufacturing supply planning system,"The team is responsible for lift-and-shift of core workloads as part of the supply planning system. Downtime on this component breaches operational tolerances. Required capability includes manage cloud data and storage, cloud technologies and ICT system programming. The window is 26 days, with about 118 hours of effort expected from each assignee.",Moderate,High,Solution Architect,6,5,117.7,26,High,5.16,d3286405-49f8-4e8a-8046-a4376b4e7963|bd14968e-e409-45af-b362-3495ed7b10e0|b105ec9b-0857-41d6-8d07-a83e58b73d90|cbe2c304-1e7d-489a-97d9-a7d3e37a9db6|ce8ae6ca-61d8-4174-b457-641de96cbff4|11430d93-c835-48ed-8e70-285fa69c9ae6|5d05068e-7ae7-4ff6-8fa3-e35ea03b48b1|5d34adde-0b78-42b4-9d3d-69e9388d8398,5|3|5|5|3|4|5|4,d3286405-49f8-4e8a-8046-a4376b4e7963|b105ec9b-0857-41d6-8d07-a83e58b73d90|cbe2c304-1e7d-489a-97d9-a7d3e37a9db6|5d05068e-7ae7-4ff6-8fa3-e35ea03b48b1,8,4,2023-10-02,2023-10-28
TSK000042,PRJ00015,FinTech,Testing/QA,Consolidate test data management framework for FinTech open banking gateway,"The team is responsible for test data management framework as part of the open banking gateway. A failure here is customer-visible, so pre-release verification is mandatory. Required capability includes replicate customer software issues, execute software tests and report test findings. Planned at roughly 101 hours of individual effort, due in 28 days.",Moderate,High,Delivery Manager,7,6,101.3,28,High,5.94,eb3aa8c1-fb14-47b4-a352-b7975abd2480|913e7e83-b8f8-4574-b1ca-1b38f3fd974a|561c2525-5bd8-4d86-8f45-820f4be7db93|b9f16465-56a9-426b-a047-0f9f1f95ec92|85f46538-ae70-498a-bfbc-b8ddafe96c7d|c55caed2-de9e-4a25-819e-a0b0e83fba1b|99207709-d076-4cce-ba38-e90d3bb28806|1b7c716e-af95-4cda-a42f-6479c8b139f5|3f4dab51-572b-4e2c-85ef-3b4c3f7094e1|09f2f811-a3fb-4de3-a70f-6420a6935575,2|4|4|5|2|4|4|1|3|5,913e7e83-b8f8-4574-b1ca-1b38f3fd974a|561c2525-5bd8-4d86-8f45-820f4be7db93|b9f16465-56a9-426b-a047-0f9f1f95ec92|c55caed2-de9e-4a25-819e-a0b0e83fba1b|99207709-d076-4cce-ba38-e90d3bb28806|09f2f811-a3fb-4de3-a70f-6420a6935575,10,6,2022-05-30,2022-06-27
TSK000043,PRJ00015,FinTech,Testing/QA,Re-platform accessibility conformance testing for FinTech embedded finance stack,"Delivery of accessibility conformance testing for the embedded finance stack sits with this task. A failure here is customer-visible, so pre-release verification is mandatory. The assignee is expected to demonstrate provide software testing documentation, systems theory and manage system testing. Effort is budgeted at 283 hours per person with a 83-day deadline.",Moderate,High,Software Engineer,4,5,282.9,83,High,6.99,78a74fd1-efc6-49dc-adb1-1b0fbe35c22c|cdd8b6b2-2fd9-453c-8d62-8a1dc6efcd49|ce354460-500e-4eaa-8e95-8f243fcea3db|85f46538-ae70-498a-bfbc-b8ddafe96c7d|b9f16465-56a9-426b-a047-0f9f1f95ec92|561c2525-5bd8-4d86-8f45-820f4be7db93|438ff259-d086-4004-acda-1ec3e1631bc6|9d1b08b3-ba1e-41f6-a466-1ac1e62eb5f0|2522a6ce-3202-4ac8-9f5b-b9cb5a3a83a1|14062e1c-6540-4cb6-b343-ad419e3d10ac,5|5|3|5|3|3|2|5|4|5,78a74fd1-efc6-49dc-adb1-1b0fbe35c22c|cdd8b6b2-2fd9-453c-8d62-8a1dc6efcd49|85f46538-ae70-498a-bfbc-b8ddafe96c7d|9d1b08b3-ba1e-41f6-a466-1ac1e62eb5f0|14062e1c-6540-4cb6-b343-ad419e3d10ac,10,5,2022-06-10,2022-09-01
TSK000044,PRJ00016,Telecom,Monitoring,Roll out synthetic monitoring suite for Telecom network inventory system,"Delivery of synthetic monitoring suite for the network inventory system sits with this task. Downtime on this component breaches operational tolerances. The assignee is expected to demonstrate ICT performance analysis methods, cyber security and keep up with the latest information systems solutions. Estimated effort is 97 hours per assignee against a 21-day delivery window.",Advanced,High,DevOps Engineer,6,5,97.5,21,High,7.77,ed39edd3-44d0-4a16-9796-bfb99f92baf3|8088750d-8388-4170-a76f-48354c469c44|20c920d4-7ff7-4676-ba61-3f04490d9416,5|3|3,ed39edd3-44d0-4a16-9796-bfb99f92baf3,3,1,2024-08-23,2024-09-13
TSK000045,PRJ00016,Telecom,Monitoring,Automate distributed tracing rollout for Telecom network inventory system,"This task delivers distributed tracing rollout against the existing network inventory system. A failure here is customer-visible, so pre-release verification is mandatory. Required capability includes report analysis results, protect ICT devices and identify ICT security risks. Effort is budgeted at 73 hours per person with a 17-day deadline.",Advanced,High,Systems Administrator,12,11,72.6,17,Medium,6.97,c544a9f3-5945-4b54-afed-de0697852817|df329d70-87b0-466b-a214-3431f36e2a5e|fe1c2b32-7fe9-4668-affa-07ff658a68cf|a3ce2bf7-5562-4639-9b52-fdb4850a3904|2a3a96a3-709e-4d60-81f6-d247d6933f13|628664ec-a63b-4486-8d65-02aba81c82a0,5|4|5|4|2|2,c544a9f3-5945-4b54-afed-de0697852817|df329d70-87b0-466b-a214-3431f36e2a5e|fe1c2b32-7fe9-4668-affa-07ff658a68cf|a3ce2bf7-5562-4639-9b52-fdb4850a3904,6,4,2024-08-16,2024-09-02
TSK000046,PRJ00017,Education,Data Engineering,Modernise data quality framework for Education campus services portal,"This workstream covers data quality framework within the campus services portal. Impact is contained and the change can be reversed without customer disruption. The assignee is expected to demonstrate process data, manage ICT data architecture and store digital data and systems. Estimated effort is 223 hours per assignee against a 59-day delivery window.",Moderate,Low,Solution Architect,7,8,223.2,59,Low,3.18,f2d57f41-43b4-4f5b-8100-3df5c21eda50|4d85b881-e490-4b4c-897a-2faa4ef53956|611ed16b-99bf-4840-9cab-f55d1d286e0a|484d048c-a5d1-46a5-b57f-45b69c0ac552,2|3|1|1,4d85b881-e490-4b4c-897a-2faa4ef53956,4,1,2024-08-15,2024-10-13
TSK000047,PRJ00017,Education,Data Engineering,Modernise lakehouse ingestion layer for Education student information system,The team is responsible for lakehouse ingestion layer as part of the student information system. The change is low blast-radius and can be scheduled flexibly. The assignee is expected to demonstrate balance database resources and database management systems. Estimated effort is 71 hours per assignee against a 14-day delivery window.,Moderate,Low,Software Engineer,7,8,71.3,14,Low,2.85,9ba8fd27-275d-4bad-8c48-f668aa99a578|ab1e97ed-2319-4293-a8b7-072d2648822f,2|2,9ba8fd27-275d-4bad-8c48-f668aa99a578,2,1,2024-09-20,2024-10-04
TSK000048,PRJ00017,Education,Data Engineering,Instrument data quality framework for Education learning management platform,"The team is responsible for data quality framework as part of the learning management platform. The change is low blast-radius and can be scheduled flexibly. Delivery depends on proven ability in identify software for warehouse management, migrate existing data and manage standards for data exchange. Planned at roughly 146 hours of individual effort, due in 41 days.",Moderate,Low,Database Administrator,6,7,145.5,41,Low,4.53,772a9c72-abef-4333-9788-f4cb48ad8e08|020918ef-4b55-47c1-8430-ab7b8f6a7377|cb5cccc9-abe4-4b11-abe6-d27e5cd85fb1|03ff0d53-573a-47a0-a0ad-1995815a4339|906323f4-00c4-4c3b-ab5a-8af77be3456e|0af062de-eb43-41e9-9b96-249e2cd22d26|99207709-d076-4cce-ba38-e90d3bb28806|43ae58b9-5e56-4524-b45a-b422777a0576|3f4dab51-572b-4e2c-85ef-3b4c3f7094e1|84251cb1-babf-4d17-a3cd-baa642c24c8d,2|2|3|3|2|3|2|2|2|2,cb5cccc9-abe4-4b11-abe6-d27e5cd85fb1|03ff0d53-573a-47a0-a0ad-1995815a4339,10,2,2024-08-28,2024-10-08
TSK000049,PRJ00018,Retail,Cloud Migration,Refactor hybrid connectivity redesign for Retail inventory replenishment system,"Scope of this task is hybrid connectivity redesign on the inventory replenishment system. Failure would create rework for downstream teams but not customer outage. Delivery depends on proven ability in design cloud architecture, cloud technologies and deploy cloud resource. The window is 34 days, with about 137 hours of effort expected from each assignee.",Moderate,Medium,Cloud Engineer,6,7,137.2,34,High,5.06,11430d93-c835-48ed-8e70-285fa69c9ae6|bd14968e-e409-45af-b362-3495ed7b10e0|6195c5f7-a4fb-425d-a3dd-c4467c4471a3|4da4587a-fd0b-4ca2-886c-c42a1562d432|94b2c46e-6338-4a1d-950a-d44eef018c53|0a52bed5-fd29-45fb-aba6-e32bccfda1c1|f0de4973-0a70-4644-8fd4-3a97080476f4|6b643893-0a1f-4f6c-83a1-e7eef75849b9|7e796b51-49d7-4e73-95af-2e7323763f15,4|2|4|2|2|2|3|3|3,11430d93-c835-48ed-8e70-285fa69c9ae6|6195c5f7-a4fb-425d-a3dd-c4467c4471a3|f0de4973-0a70-4644-8fd4-3a97080476f4|6b643893-0a1f-4f6c-83a1-e7eef75849b9,9,4,2024-01-18,2024-02-21
TSK000050,PRJ00018,Retail,Cloud Migration,Roll out cloud landing zone for Retail inventory replenishment system,"Scope of this task is cloud landing zone on the inventory replenishment system. A defect here degrades an internal service, so standard change control applies. Required capability includes plan migration to cloud, collaborate with engineers and cloud technologies. Planned at roughly 86 hours of individual effort, due in 19 days.",Moderate,Medium,Cloud Engineer,9,8,86.2,19,Medium,4.16,0a52bed5-fd29-45fb-aba6-e32bccfda1c1|94b2c46e-6338-4a1d-950a-d44eef018c53|bd14968e-e409-45af-b362-3495ed7b10e0|4da4587a-fd0b-4ca2-886c-c42a1562d432|dfff95c6-9758-4c04-a228-7eaa88dec6cd|750caee5-12a0-46ba-b8aa-1e56370deaf9,4|3|2|3|3|2,0a52bed5-fd29-45fb-aba6-e32bccfda1c1|94b2c46e-6338-4a1d-950a-d44eef018c53,6,2,2024-02-18,2024-03-08
